0,1,2,3,4,5,6
-0.22120102740350076,-0.8812747238457579,-0.45054035557636607,-0.6909534761872962,1.1694372552356778,-0.5182044338399164,0.8882834090237092
-0.24990360092908323,-0.854030097963086,-0.4752770354652267,-0.7129019971128567,1.107320536880085,-0.4713105543983618,0.5833195161970511
-0.3477545726662613,-1.0190958798944445,-0.5192105842896908,-0.7529999978864325,0.7481896375426307,-0.7163566875393734,0.5773856313356319
-0.36491091284292687,-0.9276906262320566,-0.5245384278331641,-0.7375338878487738,0.7749807248052035,-0.6218338692114802,0.27254091738400876
-0.3244253374651155,-0.9324279955664807,-0.4912604630262651,-0.7038793502160592,0.8320592477926771,-0.6240859789011406,-0.07076646194618963
-0.28392951441893055,-0.8409730120141001,-0.49004418331632277,-0.6702050630407658,1.0083337590715762,-0.480346949876721,-0.1610305264986822
-0.024422100054791437,-0.46099042677489366,-0.38589623816443386,-0.5441095446539147,1.9584062104723226,0.2901550799312178,0.009376970534408002
0.01609438641739383,-0.3053732388492969,-0.3589283505930062,-0.4179940289718732,2.0154842476617674,0.868680070823318,0.041828697100190326
-0.3122230273414608,-0.43823294934639323,-0.3384728099471296,-0.34740306561823586,-0.07003776454562394,-0.39018530218198366,-0.12502744969505314
-0.4905148123181069,-0.6672343475597066,-0.4403156682163072,-0.5353079822193156,-0.3412370873596081,-0.48915434762398435,-0.5909030085391771
-0.4269137702966112,-0.6718193865399388,-0.43270334644361796,-0.519702088502128,-0.07507642741539627,-0.2993283870440173,-0.32076141250705487
-0.29431554932659026,-0.6763785688943023,-0.39934967307701974,-0.5227638237193974,0.3982126882990468,-0.30147890104946673,-0.3113891695940219
-0.4841013015054181,-0.6809118059036068,-0.4754290827746636,-0.5258052437899321,-0.19930916454480835,-0.2544266398795756,-0.41686957767453503
-0.48962591714260745,-0.6213074936045623,-0.4869904543626363,-0.3258548985609433,0.06587673120449927,-0.11215719014467984,-0.49172221891018675
