0,1,2,3,4,5,6
0.0198047565045264,-0.09873189002775362,-0.019569496466463554,-0.0619815592073376,0.2271762471893508,-0.11614684507500883,0.4283990572293521
0.004582992297017918,-0.07949844220057944,-0.04024792747168582,-0.09690718993877499,0.21041074434887985,-0.08434923162188102,0.18150299535875813
-0.08255645579166826,-0.25772871283102455,-0.08502581840092205,-0.15220264066504366,-0.08195234409185026,-0.332954260968618,0.22934263406874655
-0.08901121757112918,-0.18335924161073858,-0.09146200775083546,-0.15195346185580166,0.010434447537213343,-0.24777991901041418,-0.011921704469074257
-0.03184727677518806,-0.1910526353425891,-0.053642158684838015,-0.12174133756503425,0.13193650905996723,-0.25742708591072905,-0.3011608767322056
0.021628300438466863,-0.10129643369368373,-0.047379918156643,-0.09005496080761824,0.35477485011723786,-0.12109732550889696,-0.3358277436878545
0.28811835340410424,0.2667043441747914,0.05536717017541348,0.02371288258951188,1.3514112205069804,0.641981116614089,-0.11657617331308523
0.3365292012841507,0.4077499339487714,0.08143808118377727,0.13748072598664202,1.457437079186287,1.2091965384306995,-0.026698758257525657
0.017017764747958297,0.26029314470819476,0.10098582497527125,0.1957039243776205,-0.5731969708736611,-0.059088878349423,-0.13245588000770353
-0.15063442852308762,0.01795127865735599,-0.0012611367336773371,-0.004588930031387536,-0.7823568315631535,-0.16749258629622776,-0.5378527454227221
-0.07456716211208425,2.5095435951527634e-08,0.00722622117161853,-0.00066446156027921,-0.4517731769318297,0.012884000867699141,-0.20723825322050743
0.07186964208655106,-0.016668997698777832,0.041958460507603434,-0.0146803920964938,0.09187867663020022,0.0032368339673842783,-0.14506640478423127
-0.1082310329871155,-0.037184717358916874,-0.03687761591339778,-0.032392377607895415,-0.4341086684312021,0.04081005332272647,-0.20357673887648525
-0.10362047760869164,0.007693336696768804,-0.05248973953272251,0.1521403243038356,-0.09379361412587084,0.17936112378600644,-0.22533226986014482
-0.030945744164827926,0.11540092194758067,0.05977391772418611,0.18503107809498417,-0.5565875559517154,-0.11329073232282538,-0.08437214865551268
-0.03094574416482787,0.18592369402053793,0.05426548307221435,0.1614220202155983,-0.46537319404973276,0.019484732238239877,-0.2990075088856021
-0.1769352389280766,-0.18848817608857996,-0.09575281361114174,-0.1562932013202601,-0.3729864117382382,-0.03744629210760331,-0.04538553449450966
-0.08518515670930532,-0.24618859485640995,-0.12021467814605147,-0.21898074157565647,0.1294353101129117,-0.04906097510190377,-0.08497357150886845
0.0654079304729927,-0.011540054095323493,0.033478334485430195,0.019103173630639514,0.17109536378228604,-0.05483658100411848,0.08770228098608301
0.05295946179564892,0.047442556656357104,0.01804015968782402,0.004360490544789097,0.18770479733936962,0.06321430140900297,-0.119618722126036
0.04281618877453669,0.047442556656357104,0.015981737648712135,-0.00890792336612034,0.12372947301768789,0.060104402255359846,-0.2005559646004707
-0.0009840216941051083,0.011540090597775943,0.0023410996747078583,-0.017026782153176295,-0.04431747098092489,0.05820035735124507,-0.1707797966543252
-0.08378824661837808,-0.03462027179332705,-0.06416618422622766,-0.08685725231205349,-0.1182192116990792,0.04664914554681587,-0.18611027619734027
-0.16537438022366346,-0.12179290059163556,-0.12184547729447509,-0.14022162110452843,-0.2952939018664978,-0.014153439797127243,0.008029167193450593
-0.08854331129503001,-0.0717858413346073,-0.05171420517420894,-0.07437784109764395,-0.31151237953930433,0.013709141468028818,0.15054992158953673
-0.1392456356356701,-0.16536974716722308,-0.060592947928371665,-0.09163302808318252,-0.40733830457952125,-0.14616725007973774,-0.0070701979632449286
-0.16735625765368478,-0.13972507249661348,-0.09201285864664133,-0.034136585954793686,-0.45861230996367314,-0.16552506263624056,0.019331972643976292
-0.20423381647336247,-0.21407537536663312,-0.11819974072029638,-0.05701888942806682,-0.555844982960143,-0.23400729878651272,0.08520476072177502
-0.34052736077616236,-0.24613118562454805,-0.23488468532635798,-0.08432399918851147,-0.5677646044332082,-0.24949354277891334,0.13946509430220833
-0.23003225690653686,-0.19612413093032643,-0.156519713817329,-0.007163705118011787,-0.353211511093725,-0.16819076181881032,0.20548154111377276
-0.2590650018129856,-0.24100226711652983,-0.29799266274262215,-0.15440365186958444,0.17027456048006775,-0.18754857437531314,-0.03863783912300994
-0.26689609653057667,-0.3012672637713385,-0.33439192458043976,-0.16694531694381193,0.25797176364677327,-0.10624579341520923,0.022060723691516793
-0.30930630080392,-0.2910093309363646,-0.3448797034397653,-0.090034205395508,0.09398912467950085,-0.11982799250349552,-0.06896759910502481
-0.39413363949678865,-0.3461453953947353,-0.3769736913309099,-0.16424594007605386,-0.1587067611008189,-0.2378788749166174,-0.3332820766715795
0.38257972078251545,0.45524981542506926,0.3301808534716516,0.7195883482196428,0.18813455158161865,-0.11475058482186817,-0.0669014624312117
0.6733474572592689,0.6535175939322244,0.5735674451439295,0.2848660286938075,0.8145985558822098,0.06530873718472563,-0.2759616516004814
0.2650381578086247,0.38089946692698406,0.27642270471298847,0.057537985131542735,0.22983378562930007,0.29646000644507553,-0.1643373272469434
0.3604834385976071,0.724078673047472,0.3759734536371307,0.2474694568682566,0.10231318939039864,0.19002381459225748,-0.2547814206771049
0.047894735743359604,0.1796082769887879,0.09915934765881435,-0.04744646613447712,-0.011606942487279573,0.4041657128873437,-0.1524242112072921
0.30424849833517464,0.3842869948825671,0.22512893806768014,0.1638721520597708,-0.14033881339908014,0.09837567607725317,-0.10360832663947062
0.16225018041664815,0.19243052078655887,0.20579855858931947,0.24713719947861468,-0.03900253386456351,0.12243015996817852,-0.27199947571417227
0.13413962730633694,0.16165694129635022,0.1442706698731698,0.09794535906800439,0.25973051073065606,0.044237278161718185,0.23767686925907516
0.21161062895223448,0.060379801430112456,0.11017623769934026,0.10631339418899943,0.3582529496026074,0.11011746790333765,0.27017304185610025
0.08067787100921553,-0.1255439245300718,0.019823172263481847,-0.2539686509199377,0.06553843972353529,-0.015676725656031065,0.4700228430089691
0.02305268501518115,-0.24479164600672365,-0.02601294880437338,-0.19132265119239278,0.3423079798548487,0.008377758234894284,0.3857814662860568
-0.12309487089465307,-0.23068712581318196,-0.15693282455641303,-0.09892133869528197,0.13471128115505587,0.12573063157747555,-0.19560858029397077
-0.14475074425848383,-0.07423542965261798,-0.021613387345436885,-0.10089394444863486,-0.16753914579710058,0.10059721311875802,-0.26865170925116666
-0.15995869411209718,-0.24218876107745446,-0.05764303688191624,0.11906275942718159,-0.5656152648502442,-0.11621039949090073,0.27692939216954393
0.013852299070495344,0.30997499221062763,0.09340449674172341,-0.01094283001004015,-0.19255079051760535,-0.22461411500370776,0.46704116978191035
-0.08711879546554702,0.2138074564923329,-0.06415167985084191,0.2554013907058883,-0.4917135148145203,-0.2284222123779387,0.06680111997749294
0.01800180284865982,-0.0357493519595844,0.047350966431473185,-0.08640038942832373,-0.16796904912045615,0.05426539325729074,-0.16160859282753315
-0.09172935084397082,-0.3062813820668595,-0.049916707231699164,-0.21025972335653975,-0.619194800229147,-0.2303262572820528,0.025395420443919958
0.0742505771529034,-0.012669207266485127,0.05001093080616631,0.2027845422516723,-0.5118791663567894,-0.054138314689514244,-0.06194958021540142
-0.0036678783064272302,-0.05111700301266486,0.05429444516567561,0.013330665295425037,-0.2798570098473262,0.02913197479857299,-0.31948595787377176
0.38021937927555705,0.20228650686798422,0.28262691045915456,-0.11814907078926029,0.4760813638160848,0.1580358707955365,-0.20973586493953333
